WeekOfMonth,WeekOfMonthClaimed,Age,PolicyNumber,RepNumber,Deductible,DriverRating,Year,Days_Policy_Accident_numeric,Days_Policy_Claim_numeric,PastNumberOfClaims_numeric,AgeOfVehicle_numeric,AgeOfPolicyHolder_numeric,NumberOfSuppliments_numeric,NumberOfCars_numeric,DaysToClaimRatio,IsYoungDriver,IsOldVehicle,AgeVehicleRatio,QuickClaim,NoPoliceReport,NoWitness,IsNewPolicy,HighDeductible,IsFrequentClaimant,AddressChanged,RiskScore,Month_Numerical,MonthClaimed_Numerical,DayOfWeek_Numerical,DayOfWeekClaimed_Numerical,Make_label_encoded,Make_frequency_encoded,AccidentArea_encoded,Sex_encoded,MaritalStatus_encoded,Fault_encoded,VehiclePrice_encoded,Days_Policy_Claim_encoded,PastNumberOfClaims_encoded,AgeOfVehicle_encoded,PoliceReportFiled_encoded,WitnessPresent_encoded,AgentType_encoded,NumberOfSuppliments_encoded,AddressChange_Claim_encoded,NumberOfCars_encoded,BasePolicy_encoded
2,3,38,9162,3,400,4,1995,35,35,3,7,38,4,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,1,1,1,2,0,0.03060959792477302,1,1,1,0,5,2,2,6,0,0,0,2,0,0,0
3,4,41,1982,11,400,3,1994,35,35,0,6,38,6,1,0.9722222222222222,0,1,5.428571428571429,0,1,1,0,0,0,0,2,10,10,4,5,17,0.20239948119325551,1,1,0,0,1,2,0,5,0,0,0,3,0,0,0
1,4,47,2569,6,400,2,1994,35,35,5,7,46,0,1,0.9722222222222222,0,1,5.75,0,1,1,0,0,1,0,3,12,12,7,2,6,0.18164721141374837,1,1,1,0,1,2,3,6,0,0,0,0,0,0,1
4,1,23,221,15,400,1,1994,35,35,3,6,28,4,1,0.9722222222222222,0,1,4.0,0,1,1,0,0,1,0,3,7,9,1,4,17,0.20239948119325551,1,1,1,0,1,2,2,5,0,0,0,2,0,0,1
3,4,26,8020,4,400,3,1995,35,35,0,7,33,0,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,0,0,2,11,11,2,1,9,0.15265888456549936,0,0,0,1,1,2,0,6,0,0,0,0,0,0,0
3,4,49,7949,5,400,3,1995,35,35,3,7,46,6,1,0.9722222222222222,0,1,5.75,0,1,1,0,0,1,0,3,5,5,4,3,17,0.20239948119325551,1,1,0,1,1,2,2,6,0,0,0,3,0,0,2
2,2,38,10343,10,400,2,1995,35,35,3,7,38,0,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,3,3,7,1,6,0.18164721141374837,1,1,0,1,1,2,2,6,0,0,0,0,0,0,0
2,2,29,12613,3,400,4,1996,35,35,3,6,33,0,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,1,0,3,3,3,2,2,2,0.10901426718547341,1,1,0,0,1,2,2,5,0,0,0,0,0,0,1
1,1,40,11519,12,400,1,1996,35,35,3,7,38,2,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,5,5,3,4,6,0.18164721141374837,1,1,0,0,2,2,2,6,0,0,0,1,0,0,1
1,4,34,4245,8,400,2,1994,35,35,3,7,33,2,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,1,0,3,11,11,4,5,17,0.20239948119325551,1,1,0,0,1,2,2,6,0,0,0,1,0,0,0
4,4,44,9212,7,400,3,1995,35,35,0,7,38,0,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,0,0,2,10,10,6,1,9,0.15265888456549936,1,1,0,1,1,2,0,6,0,0,0,0,0,0,0
1,1,26,12094,12,400,3,1996,35,35,3,7,33,0,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,1,0,3,3,3,6,1,0,0.03060959792477302,1,1,0,0,2,2,2,6,0,0,0,0,0,0,0
4,4,36,9568,16,400,1,1995,35,35,1,5,38,2,1,0.9722222222222222,0,0,6.333333333333333,0,1,1,0,0,0,0,2,1,1,1,3,13,0.24883268482490273,1,1,0,1,1,2,1,4,0,0,0,1,0,0,0
2,3,17,7473,12,400,3,1995,35,35,3,0,17,0,1,0.9722222222222222,1,0,17.0,0,1,1,0,0,1,0,3,12,2,7,3,6,0.18164721141374837,1,1,1,0,5,2,2,0,0,0,0,0,0,0,1
4,5,33,4719,4,400,2,1994,35,35,3,6,33,6,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,1,0,3,3,3,1,3,6,0.18164721141374837,1,1,0,0,1,2,2,5,0,0,0,3,0,0,1
2,3,19,942,12,400,2,1994,35,35,0,3,23,4,1,0.9722222222222222,1,0,5.75,0,1,1,0,0,0,0,2,11,11,6,6,6,0.18164721141374837,1,1,1,0,5,2,0,2,0,0,0,2,0,0,0
4,5,39,10608,16,400,3,1995,35,35,3,7,38,6,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,3,3,7,2,13,0.24883268482490273,1,1,1,0,5,2,2,6,0,0,0,3,0,0,1
5,2,32,3254,8,400,1,1994,35,35,3,7,33,6,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,1,0,3,6,7,3,4,13,0.24883268482490273,1,1,0,1,5,2,2,6,0,0,0,3,0,0,1
1,2,53,8738,12,400,2,1995,35,35,3,8,46,6,1,0.9722222222222222,0,1,5.111111111111111,0,1,1,0,0,1,0,3,1,1,4,1,2,0.10901426718547341,1,1,0,0,2,2,2,7,0,0,0,3,0,0,1
4,1,42,1176,9,400,3,1994,35,35,1,7,38,0,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,0,0,2,5,6,1,4,17,0.20239948119325551,1,1,0,0,1,2,1,6,0,0,0,0,0,0,0
1,1,30,837,16,400,4,1994,35,35,1,4,33,0,1,0.9722222222222222,0,0,6.6,0,1,1,0,0,0,0,2,7,7,1,2,17,0.20239948119325551,1,0,0,0,1,2,1,3,0,0,1,0,0,0,0
1,2,42,6438,2,400,2,1995,35,35,0,8,38,0,4,0.9722222222222222,0,1,4.222222222222222,0,1,1,0,0,0,0,2,9,9,5,5,6,0.18164721141374837,1,1,0,0,1,2,0,7,0,0,0,0,0,2,0
1,2,48,12532,11,400,3,1996,35,35,1,7,46,0,1,0.9722222222222222,0,1,5.75,0,1,1,0,0,0,0,2,6,6,5,2,13,0.24883268482490273,1,1,0,0,1,2,1,6,0,0,0,0,0,0,0
4,5,43,4600,15,400,3,1994,35,35,3,7,38,2,2,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,1,3,11,11,6,1,9,0.15265888456549936,1,1,0,0,1,2,2,6,0,0,0,1,4,1,1
1,2,42,13767,4,400,4,1996,35,35,1,7,38,0,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,0,0,2,1,1,7,1,2,0.10901426718547341,1,0,0,0,1,2,1,6,0,0,0,0,0,0,0
5,3,31,4262,5,400,4,1994,35,35,1,7,33,6,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,0,0,2,1,2,1,4,9,0.15265888456549936,0,0,0,0,5,2,1,6,0,0,0,3,0,0,0
1,1,67,2765,9,400,2,1994,35,35,0,8,70,0,1,0.9722222222222222,0,1,7.777777777777778,0,1,1,0,0,0,0,2,2,3,7,5,6,0.18164721141374837,1,0,0,0,1,2,0,7,0,0,0,0,0,0,0
2,2,27,10921,1,400,3,1995,35,35,3,7,33,0,2,0.9722222222222222,0,1,4.125,0,1,1,0,0,1,1,3,11,11,4,5,0,0.03060959792477302,1,1,1,0,1,2,2,6,0,0,0,0,2,1,0
3,4,41,14058,1,400,4,1996,35,35,3,7,38,0,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,8,8,2,2,2,0.10901426718547341,1,1,0,0,1,2,2,6,0,0,0,0,0,0,0
1,2,18,947,6,400,2,1994,35,35,5,3,23,6,1,0.9722222222222222,1,0,5.75,0,1,1,0,0,1,0,3,11,11,5,3,13,0.24883268482490273,1,1,1,1,1,2,3,2,0,0,0,3,0,0,2
3,4,37,13445,12,400,3,1996,35,35,0,7,38,4,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,0,0,2,4,4,3,3,9,0.15265888456549936,1,1,0,1,1,2,0,6,0,0,0,2,0,0,1
2,3,48,11559,15,400,3,1996,35,35,0,8,46,0,1,0.9722222222222222,0,1,5.111111111111111,0,1,1,0,0,0,0,2,5,5,5,2,17,0.20239948119325551,1,1,0,0,0,2,0,7,0,0,0,0,0,0,2
2,1,43,8947,11,400,4,1995,35,35,3,7,38,2,2,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,1,3,3,4,7,1,13,0.24883268482490273,1,1,0,0,1,2,2,6,0,0,0,1,4,1,0
1,2,29,13003,13,400,4,1996,35,35,0,7,33,0,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,0,0,2,12,12,6,1,17,0.20239948119325551,1,0,0,0,0,2,0,6,0,0,0,0,0,0,2
2,3,42,13787,15,400,3,1996,35,35,1,6,38,0,1,0.9722222222222222,0,1,5.428571428571429,0,1,1,0,0,0,0,2,2,2,6,4,13,0.24883268482490273,1,1,0,0,1,2,1,5,0,0,0,0,0,0,0
5,5,30,11847,16,400,1,1996,35,35,0,6,33,0,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,0,0,2,3,3,2,3,2,0.10901426718547341,0,1,1,0,1,2,0,5,0,0,0,0,0,0,0
3,4,48,4881,14,400,3,1994,35,35,1,7,46,0,1,0.9722222222222222,0,1,5.75,0,1,1,0,0,0,0,2,9,10,7,5,2,0.10901426718547341,1,1,0,0,1,2,1,6,0,0,0,0,0,0,0
3,4,45,15046,13,500,2,1996,35,35,0,6,38,0,1,0.9722222222222222,0,1,5.428571428571429,0,1,1,0,1,0,1,2,10,10,7,6,9,0.15265888456549936,1,1,0,1,1,2,0,5,0,0,0,0,3,0,2
4,1,17,3130,8,400,3,1994,35,35,0,0,17,0,2,0.9722222222222222,1,0,17.0,0,1,1,0,0,0,1,2,4,5,2,1,6,0.18164721141374837,1,1,1,0,5,2,0,0,0,0,0,0,4,1,2
4,4,50,5589,11,400,3,1994,35,35,5,7,46,0,1,0.9722222222222222,0,1,5.75,0,1,1,0,0,1,0,3,3,3,1,2,13,0.24883268482490273,1,1,0,0,1,2,3,6,0,0,0,0,0,0,0
3,1,27,10664,9,400,2,1995,35,35,3,6,33,0,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,1,0,3,2,3,6,4,17,0.20239948119325551,1,0,0,0,1,2,2,5,0,0,0,0,0,0,1
4,4,59,4390,8,400,4,1994,35,35,3,8,58,2,2,0.9722222222222222,0,1,6.444444444444445,0,1,1,0,0,1,1,3,4,4,5,1,13,0.24883268482490273,1,1,0,0,1,2,2,7,0,0,0,1,4,1,2
1,4,66,15140,5,400,4,1996,35,35,1,8,70,2,1,0.9722222222222222,0,1,7.777777777777778,0,1,1,0,0,0,0,2,9,9,4,2,5,0.029182879377431907,1,1,0,0,4,2,1,7,0,0,0,1,0,0,1
1,2,30,1219,15,400,1,1994,35,35,3,6,33,0,2,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,1,1,3,7,7,3,2,13,0.24883268482490273,1,1,0,1,1,2,2,5,0,0,0,0,4,1,0
5,5,52,3944,10,400,3,1994,35,35,1,8,46,0,1,0.9722222222222222,0,1,5.111111111111111,0,1,1,0,0,0,0,2,2,2,2,2,13,0.24883268482490273,1,0,1,0,0,2,1,7,0,0,0,0,0,0,1
2,3,43,11157,4,400,4,1995,35,35,5,8,38,6,1,0.9722222222222222,0,1,4.222222222222222,0,1,1,0,0,1,0,3,5,5,5,2,9,0.15265888456549936,1,1,1,0,2,2,3,7,0,0,0,3,0,0,1
1,2,45,2844,12,400,4,1994,35,35,5,7,38,0,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,2,2,6,5,2,0.10901426718547341,1,1,1,0,3,2,3,6,0,0,0,0,0,0,1
1,3,22,2741,15,400,4,1994,35,35,3,5,28,0,1,0.9722222222222222,0,0,4.666666666666667,0,0,1,0,0,1,0,2,7,10,4,1,13,0.24883268482490273,0,0,1,0,1,2,2,4,1,0,0,0,0,0,1
2,2,28,7048,11,400,1,1995,35,35,0,6,33,0,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,0,0,2,10,10,7,2,13,0.24883268482490273,1,1,0,1,2,2,0,5,0,0,0,0,0,0,2
3,4,26,2675,5,400,1,1994,35,35,0,6,33,6,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,0,0,2,8,9,1,4,17,0.20239948119325551,1,0,0,0,1,2,0,5,0,0,0,3,0,0,1
4,4,43,5721,8,400,4,1994,35,35,1,6,38,0,1,0.9722222222222222,0,1,5.428571428571429,0,0,0,0,0,0,0,0,5,5,1,3,17,0.20239948119325551,1,1,0,1,1,2,1,5,1,1,0,0,0,0,0
3,4,30,11779,9,400,1,1996,35,35,0,6,33,6,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,0,0,2,1,1,7,2,13,0.24883268482490273,1,1,1,0,0,2,0,5,0,0,0,3,0,0,2
5,5,35,12357,12,400,3,1996,35,35,3,6,33,2,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,1,0,3,7,8,5,4,9,0.15265888456549936,1,1,1,0,2,2,2,5,0,0,0,1,0,0,0
2,3,54,3480,13,400,3,1994,35,35,0,8,46,6,1,0.9722222222222222,0,1,5.111111111111111,0,1,1,0,0,0,0,2,6,6,4,1,6,0.18164721141374837,1,1,1,0,1,2,0,7,0,0,0,3,0,0,2
3,3,35,10721,10,400,4,1995,35,35,3,6,33,4,1,0.9722222222222222,0,1,4.714285714285714,0,0,1,0,0,1,0,2,3,3,6,1,0,0.03060959792477302,1,1,1,0,2,2,2,5,1,0,0,2,0,0,0
2,3,40,8436,9,400,2,1995,35,35,5,7,38,6,1,0.9722222222222222,0,1,4.75,0,0,1,0,0,1,0,2,10,10,5,2,2,0.10901426718547341,1,1,0,0,5,2,3,6,1,0,0,3,0,0,0
1,2,58,353,15,400,2,1994,35,35,3,7,58,0,1,0.9722222222222222,0,1,7.25,0,1,1,0,0,1,0,3,9,10,7,3,13,0.24883268482490273,1,0,1,0,1,2,2,6,0,0,0,0,0,0,1
1,2,51,12028,1,400,1,1996,35,35,5,7,46,0,1,0.9722222222222222,0,1,5.75,0,1,1,0,0,1,0,3,1,1,7,1,9,0.15265888456549936,1,0,2,0,1,2,3,6,0,0,0,0,0,0,0
1,2,67,6951,9,400,1,1995,35,35,0,8,70,4,1,0.9722222222222222,0,1,7.777777777777778,0,1,1,0,0,0,0,2,4,4,3,2,17,0.20239948119325551,1,1,0,0,0,2,0,7,0,0,0,2,0,0,2
3,4,56,7472,4,400,3,1995,35,35,1,6,58,6,1,0.9722222222222222,0,1,8.285714285714286,0,0,0,0,0,0,0,0,7,7,4,1,2,0.10901426718547341,1,0,0,0,1,2,1,5,1,1,0,3,0,0,2
4,1,38,7017,14,400,4,1995,35,35,3,7,38,6,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,12,1,7,1,6,0.18164721141374837,1,1,0,1,1,2,2,6,0,0,0,3,0,0,2
2,2,50,472,11,400,4,1994,35,35,3,8,46,6,1,0.9722222222222222,0,1,5.111111111111111,0,1,1,0,0,1,0,3,3,3,2,4,13,0.24883268482490273,1,1,0,0,1,2,2,7,0,0,0,3,0,0,1
4,5,46,5642,9,400,3,1994,35,35,5,8,46,0,1,0.9722222222222222,0,1,5.111111111111111,0,1,1,0,0,1,0,3,2,2,6,2,6,0.18164721141374837,1,1,0,0,1,2,3,7,0,0,0,0,0,0,1
5,1,34,905,3,400,1,1994,35,35,5,6,33,0,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,1,0,3,7,8,7,3,6,0.18164721141374837,1,1,1,0,1,2,3,5,0,0,0,0,0,0,1
2,3,17,4407,16,400,2,1994,35,35,3,0,17,0,1,0.9722222222222222,1,0,17.0,0,1,1,0,0,1,0,3,3,3,6,1,6,0.18164721141374837,1,1,1,1,5,2,2,0,0,0,0,0,0,0,1
2,3,35,8314,11,500,4,1995,35,35,0,6,33,0,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,1,0,1,2,11,11,7,1,13,0.24883268482490273,1,1,0,1,1,2,0,5,0,0,0,0,3,0,2
1,3,43,13550,1,400,1,1996,35,35,0,8,38,6,1,0.9722222222222222,0,1,4.222222222222222,0,1,1,0,0,0,0,2,2,2,4,3,9,0.15265888456549936,1,1,0,1,1,2,0,7,0,0,0,3,0,0,2
3,3,33,8726,1,400,1,1995,35,35,0,6,33,6,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,0,0,2,1,1,3,4,6,0.18164721141374837,1,1,1,1,1,2,0,5,0,0,0,3,0,0,0
3,4,34,8775,11,400,2,1995,35,35,3,5,33,0,4,0.9722222222222222,0,0,5.5,0,1,1,0,0,1,0,3,2,2,2,1,11,0.005382619974059663,1,1,0,0,1,2,2,4,0,0,0,0,0,2,0
3,2,50,14836,16,400,4,1996,35,35,0,6,46,0,1,0.9722222222222222,0,1,6.571428571428571,0,1,1,0,0,0,0,2,10,11,1,2,17,0.20239948119325551,1,0,0,1,1,2,0,5,0,0,0,0,0,0,0
3,4,30,12744,5,400,2,1996,35,35,0,7,33,6,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,0,0,2,11,11,5,1,17,0.20239948119325551,1,1,1,0,2,2,0,6,0,0,0,3,0,0,1
3,1,36,13411,4,400,1,1996,35,35,1,6,38,6,1,0.9722222222222222,0,1,5.428571428571429,0,1,1,0,0,0,0,2,6,7,6,3,2,0.10901426718547341,1,1,0,0,1,2,1,5,0,0,0,3,0,0,0
3,4,33,7715,1,400,4,1995,35,35,3,5,33,4,1,0.9722222222222222,0,0,5.5,0,1,1,0,0,1,0,3,4,4,2,3,13,0.24883268482490273,0,1,0,0,3,2,2,4,0,0,0,2,0,0,0
3,4,32,10015,12,400,3,1995,35,35,3,6,33,0,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,1,0,3,3,3,7,3,9,0.15265888456549936,1,1,0,0,1,2,2,5,0,0,0,0,0,0,1
4,2,24,787,9,400,2,1994,35,35,5,5,28,0,1,0.9722222222222222,0,0,4.666666666666667,0,1,1,0,0,1,0,3,1,2,7,1,6,0.18164721141374837,1,1,0,0,1,2,3,4,0,0,0,0,0,0,1
3,3,39,8384,2,400,2,1995,35,35,1,7,38,0,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,0,0,2,1,1,6,3,0,0.03060959792477302,1,1,0,1,5,2,1,6,0,0,0,0,0,0,2
1,4,35,10033,5,400,1,1995,35,35,5,6,33,6,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,1,0,3,4,4,5,5,9,0.15265888456549936,1,0,0,0,1,2,3,5,0,0,0,3,0,0,1
4,4,41,15294,8,400,1,1996,35,35,3,7,38,6,4,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,1,1,1,1,0,0.03060959792477302,1,1,0,0,5,2,2,6,0,0,0,3,0,2,0
1,4,35,2983,9,400,2,1994,35,35,3,6,33,0,2,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,1,1,3,12,12,2,5,6,0.18164721141374837,1,1,0,1,1,2,2,5,0,0,0,0,4,1,2
2,2,59,4705,1,400,2,1994,35,35,0,7,58,0,2,0.9722222222222222,0,1,7.25,0,1,1,0,0,0,1,2,12,12,6,1,5,0.029182879377431907,1,1,0,0,0,2,0,6,0,0,0,0,4,1,2
2,2,33,2369,2,400,4,1994,35,35,3,7,33,2,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,1,0,3,11,11,5,1,9,0.15265888456549936,0,1,1,0,2,2,2,6,0,0,0,1,0,0,0
1,2,56,14888,3,400,1,1996,35,35,1,8,58,2,1,0.9722222222222222,0,1,6.444444444444445,0,1,1,0,0,0,0,2,8,8,6,2,17,0.20239948119325551,1,1,0,1,1,2,1,7,0,0,0,1,0,0,2
1,2,61,2220,3,400,3,1994,35,35,5,7,58,6,1,0.9722222222222222,0,1,7.25,0,1,1,0,0,1,0,3,2,2,1,5,17,0.20239948119325551,1,1,0,0,1,2,3,6,0,0,0,3,0,0,1
3,4,63,4473,11,400,2,1994,35,35,0,8,58,6,1,0.9722222222222222,0,1,6.444444444444445,0,1,1,0,0,0,0,2,11,11,4,5,13,0.24883268482490273,1,1,0,0,1,2,0,7,0,0,0,3,0,0,2
5,2,42,12423,10,400,1,1996,35,35,0,7,38,6,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,0,0,2,3,4,4,3,17,0.20239948119325551,0,1,0,0,1,2,0,6,0,0,0,3,0,0,0
4,5,38,4571,14,400,2,1994,35,35,5,7,38,4,1,0.9722222222222222,0,1,4.75,0,1,1,0,0,1,0,3,12,1,1,2,13,0.24883268482490273,1,0,0,1,1,2,3,6,0,0,0,2,0,0,0
2,2,32,11758,4,400,1,1996,35,35,3,7,33,6,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,1,0,3,6,6,3,3,13,0.24883268482490273,1,1,1,0,2,2,2,6,0,0,0,3,0,0,1
3,4,42,11527,7,500,2,1996,35,35,0,7,38,0,1,0.9722222222222222,0,1,4.75,0,1,1,0,1,0,1,2,12,12,3,5,17,0.20239948119325551,1,1,0,0,1,2,0,6,0,0,0,0,3,0,0
2,2,32,1167,11,400,3,1994,35,35,0,7,33,6,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,0,0,2,4,4,2,3,13,0.24883268482490273,1,1,1,1,1,2,0,6,0,0,0,3,0,0,0
4,5,38,2172,14,400,1,1994,35,35,0,8,38,6,1,0.9722222222222222,0,1,4.222222222222222,0,1,1,0,0,0,0,2,2,2,5,1,2,0.10901426718547341,1,1,0,0,3,2,0,7,0,0,0,3,0,0,1
4,4,27,1867,3,400,4,1994,35,35,3,7,33,0,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,1,0,3,7,7,1,2,6,0.18164721141374837,1,1,0,1,1,2,2,6,0,0,0,0,0,0,0
2,4,29,557,5,400,3,1994,35,35,0,6,33,0,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,0,0,2,1,1,3,1,13,0.24883268482490273,1,1,0,0,1,2,0,5,0,0,0,0,0,0,2
5,2,47,4868,8,400,3,1994,35,35,0,6,46,0,1,0.9722222222222222,0,1,6.571428571428571,0,1,1,0,0,0,0,2,12,1,3,1,17,0.20239948119325551,1,1,0,0,1,2,0,5,0,0,0,0,0,0,2
3,4,34,12006,16,400,4,1996,35,35,3,5,33,0,1,0.9722222222222222,0,0,5.5,0,1,1,0,0,1,0,3,2,2,5,1,9,0.15265888456549936,1,0,0,1,1,2,2,4,0,0,0,0,0,0,0
2,1,17,1517,15,400,2,1994,35,0,0,0,17,0,1,0.0,1,0,17.0,1,1,1,0,0,0,0,3,7,7,1,1,6,0.18164721141374837,0,1,1,0,5,2,0,0,0,0,0,0,0,0,2
3,5,31,11301,9,400,2,1995,35,35,5,6,33,6,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,1,0,3,12,1,1,1,13,0.24883268482490273,0,1,1,1,1,2,3,5,0,0,0,3,0,0,2
4,1,63,12064,16,400,3,1996,35,35,0,8,58,2,1,0.9722222222222222,0,1,6.444444444444445,0,1,1,0,0,0,0,2,12,1,6,2,13,0.24883268482490273,1,0,0,0,1,2,0,7,0,0,0,1,0,0,0
3,3,42,2912,3,400,2,1994,35,35,1,7,38,0,4,0.9722222222222222,0,1,4.75,0,1,1,0,0,0,0,2,4,4,6,2,13,0.24883268482490273,1,1,1,0,2,2,1,6,0,0,0,0,0,2,1
2,4,44,7097,14,400,4,1995,35,35,3,6,38,6,1,0.9722222222222222,0,1,5.428571428571429,0,1,1,0,0,1,0,3,1,2,1,1,17,0.20239948119325551,1,1,1,0,1,2,2,5,0,0,0,3,0,0,0
2,3,51,13040,9,400,4,1996,35,35,1,8,46,6,1,0.9722222222222222,0,1,5.111111111111111,0,0,1,0,0,0,0,1,12,12,1,3,18,0.018352788586251622,1,0,1,0,2,2,1,7,1,0,0,3,0,0,2
3,3,49,14818,5,400,3,1996,35,35,1,7,46,0,1,0.9722222222222222,0,1,5.75,0,1,1,0,0,0,0,2,9,9,2,2,9,0.15265888456549936,0,1,0,1,1,2,1,6,0,0,0,0,0,0,1
1,2,54,14541,8,400,4,1996,35,35,1,8,46,0,1,0.9722222222222222,0,1,5.111111111111111,0,1,1,0,0,0,0,2,8,8,3,1,13,0.24883268482490273,1,1,0,0,1,2,1,7,0,0,0,0,0,0,2
4,4,50,15039,1,400,2,1996,35,35,3,8,46,4,1,0.9722222222222222,0,1,5.111111111111111,0,1,1,0,0,1,0,3,5,5,1,1,2,0.10901426718547341,1,1,0,0,1,2,2,7,0,0,0,2,0,0,1
3,4,50,15121,9,400,3,1996,35,35,3,7,46,2,2,0.9722222222222222,0,1,5.75,0,1,1,0,0,1,1,3,10,10,5,2,2,0.10901426718547341,1,1,0,0,5,2,2,6,0,0,0,1,4,1,2
3,1,67,3786,4,400,2,1994,35,35,1,8,70,6,1,0.9722222222222222,0,1,7.777777777777778,0,1,1,0,0,0,0,2,5,10,3,2,9,0.15265888456549936,0,1,0,0,2,2,1,7,0,0,0,3,0,0,2
2,5,26,4385,10,400,2,1994,35,35,1,7,33,6,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,0,0,2,6,6,5,3,6,0.18164721141374837,1,1,1,1,1,2,1,6,0,0,0,3,0,0,0
3,4,52,14564,3,400,2,1996,35,35,0,6,46,6,1,0.9722222222222222,0,1,6.571428571428571,0,0,1,0,0,0,0,1,8,8,4,2,0,0.03060959792477302,1,1,0,0,2,2,0,5,1,0,0,3,0,0,0
3,4,28,10886,13,400,2,1995,35,35,3,7,33,4,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,1,0,3,8,8,3,1,17,0.20239948119325551,1,0,1,0,1,2,2,6,0,0,0,2,0,0,1
2,4,42,1148,5,400,3,1994,35,35,3,6,38,0,1,0.9722222222222222,0,1,5.428571428571429,0,1,1,0,0,1,0,3,2,2,4,1,6,0.18164721141374837,1,1,0,0,2,2,2,5,0,0,0,0,0,0,0
2,2,34,3905,14,400,4,1994,35,35,3,5,33,6,1,0.9722222222222222,0,0,5.5,0,1,1,0,0,1,0,3,2,2,3,4,17,0.20239948119325551,0,1,1,0,5,2,2,4,0,0,0,3,0,0,0
5,2,41,5126,4,400,3,1994,35,35,0,5,38,0,4,0.9722222222222222,0,0,6.333333333333333,0,1,1,0,0,0,0,2,6,7,4,4,9,0.15265888456549936,1,0,1,0,1,2,0,4,0,0,0,0,0,2,0
4,2,55,7367,2,400,2,1995,35,35,0,6,46,0,1,0.9722222222222222,0,1,6.571428571428571,0,1,1,0,0,0,0,2,2,3,5,2,2,0.10901426718547341,0,1,0,0,5,2,0,5,0,0,0,0,0,0,2
4,1,34,3654,3,400,1,1994,35,35,0,7,33,4,1,0.9722222222222222,0,1,4.125,0,1,1,0,0,0,0,2,12,1,1,2,13,0.24883268482490273,1,1,0,0,1,2,0,6,0,0,0,2,0,0,2
4,4,17,8915,9,400,3,1995,35,35,5,0,17,0,1,0.9722222222222222,1,0,17.0,0,1,1,0,0,1,0,3,4,4,4,1,6,0.18164721141374837,1,1,1,0,5,2,3,0,0,0,0,0,0,0,1
2,2,45,1843,6,400,4,1994,35,35,1,6,38,6,1,0.9722222222222222,0,1,5.428571428571429,0,1,1,0,0,0,0,2,5,5,1,1,17,0.20239948119325551,1,0,0,0,1,2,1,5,0,0,0,3,0,0,2
2,3,27,5907,13,400,2,1994,35,35,3,6,33,4,1,0.9722222222222222,0,1,4.714285714285714,0,1,1,0,0,1,0,3,11,11,4,2,13,0.24883268482490273,1,1,1,1,1,2,2,5,0,0,0,2,0,0,1
